Hexanchus griseus
Sebastiania macrocarpa
Schizocalyx cuspidatus
Didymopanax angustissimus
Rudgea jasminoides
Remijia ferruginea
Psychotria nuda
Psychotria laciniata
Psidium brownianum
Cenostigma bracteosum
Plinia cauliflora
Pityrocarpa moniliformis
Piptocarpha macropoda
Picramnia ramiflora
Picramnia ciliata
Physominthe vitifolia
Persea major
Peltogyne pauciflora
Pausandra trianae
Pausandra macropetala
Ossaea angustifolia
Ocotea nitida
Neoraputia alba
Nectandra nitidula
Spondias macrocarpa
Xylopia polyantha
Wunderlichia mirabilis
Didymopanax macrocarpus
Rhodostemonodaphne macrocalyx
Remijia firmula
Pterodon abruptus
Pilocarpus spicatus
Pilocarpus riedelianus
Trembleya laniflora
Tocoyena brasiliensis
Tibouchina reitzii
Syagrus coronata
Stillingia uleana
Myrcia linearifolia
Mollinedia triflora
Miconia nervosa
Miconia hyemalis
Miconia cabucu
Metrodorea stipularis
Monteverdia catingarum
Senna trachypus
Senna cearensis
Psychotria jambosioides
Pseudopiptadenia brenanii
Protium pilosissimum
Protium brasiliense
Cenostigma pyramidale
Cenostigma microphyllum
Palicourea blanchetiana
Ouratea fieldingiana
Ocotea xanthocalyx
Ocotea velutina
Ocotea lanata
Ocotea indecora
Ocotea divaricata
Myrciaria glazioviana
Myrciaria glanduliflora
Mimosa regnellii
Callianthe rufinerva
Chamaecrista eitenorum
Calliandra leptopoda
Bauhinia curvula
Kielmeyera tomentosa
Eugenia modesta
Myrcia bergiana
Miconia corallina
Miconia caudigera
Miconia cinnamomifolia
Miconia elegans
Mollinedia schottiana
Pleroma mutabile
Pleroma pulchrum
Tococa subciliata
Marlierea clausseniana
Matayba discolor
Matayba marginata
Miconia inconspicua
Miconia pepericarpa
Miconia racemifera
Miconia valtheri
Mimosa ophthalmocentra
Mollinedia widgrenii
Myrceugenia ovalifolia
Stryphnodendron polyphyllum
Styrax martii
Swartzia recurva
Mollinedia oligantha
Virola gardneri
Tibouchina estrellensis
Monteverdia gonoclada
Vismia brasiliensis
Vitex panshiniana
Mollinedia uleana
Miconia jucunda
Miconia flammea
Matayba juglandifolia
Miconia chartacea
Mouriri elliptica
Zollernia ilicifolia
Calliandra depauperata
Miconia trianae
Ocotea dispersa
Ocotea notata
Ouratea crassa
Paypayrola blanchetiana
Philyra brasiliensis
Picramnia gardneri
Pseudobombax simplicifolium
Psidium myrsinites
Psychotria mapourioides
Salacia grandifolia
Senna aversiflora
Solanum rufescens
Ormosia paraensis
Byrsonima pachyphylla
Vochysia magnifica
Stifftia chrysantha
Spondias tuberosa
Sparattanthelium botocudorum
Psidium schenckianum
Ouratea parviflora
Ocotea brachybotrya
Myrcia salzmannii
Weinmannia humilis
Vitex rufescens
Lecythis idatimon
Eugenia oblongata
Zanthoxylum tingoassuiba
Zanthoxylum stelligerum
Vochysia thyrsoidea
Simira sampaioana
Senna cana
Senegalia bahiensis
Didymopanax vinosus
Rudgea longiflora
Rauvolfia grandiflora
Psychotria nemorosa
Protium warmingianum
Protium ovatum
Poecilanthe ulei
Piptadenia paniculata
Picramnia glazioviana
Pera heteranthera
Ouratea salicifolia
Trembleya parviflora
Nectandra puberula
Myrcia tenuivenosa
Eugenia cyclophylla
Myrcia aethusa
Myrcia albotomentosa
Myrcia eximia
Stillingia trapezoidea
Vernonanthura discolor
Vernonanthura petiolaris
Vitex gardneriana
Vitex sellowiana
Vitex polygama
Vismia pentagyna
Vernonanthura divaricata
Tibouchina sellowiana
Tibouchina fissinervia
Tabernaemontana solanifolia
Stryphnodendron rotundifolium
Miconia sellowiana
Miconia hirtella
Metrodorea nigra
Metternichia princeps
Tabernaemontana hystrix
Solanum stipulaceum
Ocotea nutans
Pilocarpus pauciflorus
Spondias venulosa
Symphurus jenynsi
Copaifera venezuelana
Diplotropis strigulosa
Macrolobium longipes
Macrolobium taxifolium
Swartzia pachyphylla
Aegiphila hystricina
Aegiphila venezuelensis
Ocotea acutangula
Ocotea clavigera
Ocotea duidensis
Ocotea froesii
Eschweilera revoluta
Gustavia coriacea
Leptodactylus syphax
Physalaemus centralis
Physalaemus nattereri
Physalaemus marmoratus
Inga obtusata
Inga umbratica
Tetrorchidium rubrivenium
Inga lateriflora
Pseudalbizzia niopoides
Pavonia paludicola
Couepia ulei
Licania intrapetiolaris
Pseudobombax tomentosum
Parapiptadenia excelsa
Andira vermifuga
Elizabetha coccinea
Aspidosperma macrocarpon
Jatropha gossypiifolia
Jatropha curcas
Achatocarpus praecox
Parapiptadenia rigida
Hirtella elongata
Caesalpinia pulcherrima
Cynophalla hastata
Miconia albicans
Miconia punctata
Jupunba trapezifolia
Melochia pyramidata
Tournefortia bicolor
Machaerium lunatum
Mimosa tenuiflora
Clethra scabra
Dimorphandra mollis
Tibouchina longifolia
Inga setosa
Elizabetha princeps
Zygia racemosa
Ormosia macrophylla
Licania octandra
Licania harlingii
Licania apetala
Cuphea melvilla
Tachigali cavipes
Cochlospermum regium
Oreopanax capitatus
Byrsonima crassifolia
Handroanthus heptaphyllus
Cedrelinga cateniformis
Enterolobium contortisiliquum
Cochlospermum vitifolium
Licania parviflora
Brownea grandiceps
Mollinedia ovata
Machaerium paraguariense
Heterostemon mimosoides
Erythroxylum pelleterianum
Erythrina poeppigiana
Strychnos rubiginosa
Machaerium floribundum
Godmania dardanoi
Godmania aesculifolia
Handroanthus impetiginosus
Copaifera multijuga
Neltuma ruscifolia
Trichilia pallida
Erythroxylum rufum
Triumfetta lappula
Aspidosperma ramiflorum
Licania gardneri
Holocalyx balansae
Aspidosperma desmanthum
Dendropanax cuneatus
Licania mollis
Plathymenia reticulata
Miconia prasina
Pseudalbizzia inundata
Bunchosia pallescens
Erythrina dominguezii
Vasconcellea microcarpa
Parkia nitida
Inga disticha
Sterculia apetala
Didymopanax morototoni
Enterolobium cyclocarpum
Eperua falcata
Eperua rubiginosa
Ormosia coutinhoi
Parkia pendula
Couepia paraensis
Trichilia hirta
Triumfetta bogotensis
Dichapetalum odoratum
Tapura amazonica
Eschweilera andina
Eschweilera coriacea
Gustavia poeppigiana
Lecythis chartacea
Aspidosperma spruceanum
Lonchocarpus spiciflorus
Pseudalbizzia edwallii
Anadenanthera peregrina
Miconia rubiginosa
Miconia racemosa
Dimorphandra pennigera
Eperua schomburgkiana
Couepia guianensis
Pterodon emarginatus
Luehea candicans
Senna corymbosa
Piptadenia gonoacantha
Maytenus boaria
Peltophorum dubium
Byrsonima coccolobifolia
Cassia grandis
Trichilia lepidota
Myroxylon peruiferum
Miconia affinis
Bowdichia virgilioides
Handroanthus albus
Apeiba tibourbou
Licania heteromorpha
Hirtella pilosissima
Hirtella bullata
Byrsonima variabilis
Lonchocarpus heptaphyllus
Batesia floribunda
Dimorphandra gardneriana
Campsiandra angustifolia
Aspidosperma cylindrocarpon
Sesbania punicea
Erythroxylum myrsinites
Byrsonima japurensis
Hirtella racemosa
Licania longistyla
Schinopsis brasiliensis
Miconia impetiolaris
Tapura juruana
Eschweilera albiflora
Eschweilera bracteosa
Lonchocarpus sericeus
Eschweilera itayensis
Aralia warmingiana
Coursetia ferruginea
Clidemia rubra
Andira surinamensis
Lonchocarpus nitidus
Couratari oligantha
Eschweilera parvifolia
Machaerium acutifolium
Coursetia caribaea
Spondias mombin
Eperua purpurea
Symphonia globulifera
Bixa arborea
Gustavia augusta
Miconia splendens
Eschweilera tessmannii
Dimorphandra macrostachya
Aspidosperma australe
Cyrilla racemiflora
Licania urceolaris
Hirtella paniculata
Couepia chrysocalyx
Machaerium nyctitans
Caryocar brasiliense
Pseudobombax marginatum
Gustavia hexapetala
Brosimum lactescens
Dimorphandra vernicosa
Senna alata
Stryphnodendron guianense
Sesbania virgata
Miconia serrulata
Lamanonia cuneata
Maytenus aquifolia
Hirtella guainiae
Hirtella schultesii
Licania lata
Sloanea garckeana
Aspidosperma tomentosum
Macrolobium bifolium
Hirtella bicornis
Helicteres baruensis
Eperua grandiflora
Hymenaea martiana
Physocalymma scaberrimum
Parinari sprucei
Licania parvifructa
Licania micrantha
Hirtella physophora
Dipteryx punctata
Cassia fastuosa
Dimorphandra cuprea
Tapura guianensis
Chrysobalanus icaco
Sapium laurifolium
Capparidastrum frondosum
Collaea speciosa
Clidemia capitellata
Erythrina crista-galli
Terminalia argentea
Senna reticulata
Bowdichia nitida
Tecoma stans
Celtis iguanaea
Crudia amazonica
Ormosia amazonica
Pentaclethra macroloba
Jacaranda puberula
Copaifera pubiflora
Trichilia laxipaniculata
Trichilia schomburgkii
Trichilia trifolia
Trichilia tuberculata
Libidibia ferrea
Manilkara triflora
Erythroxylum engleri
Leretia cordata
Licania kunthiana
Myrcia neobrasiliensis
Hymenaea velutina
Eugenia mosenii
Couepia impressa
Clitoria fairchildiana
Calyptranthes grandifolia
Byrsonima arctostaphyloides
Balfourodendron molle
Chrysophyllum rufum
Ilex taubertiana
Emmotum nitens
Daphnopsis fasciculata
Inga tenuis
Leandra quinquedentata
Leandra variabilis
Licania dealbata
Machaerium salzmannii
Aspidosperma multiflorum
Aspidosperma pyricollum
Bellucia egensis
Bernardia tamanduana
Bonnetia stricta
Byrsonima guilleminiana
Chamaecrista orbiculata
Cnidoscolus pubescens
Leandra clidemioides
Leandra barbinervis
Leandra amplexicaulis
Leandra acutiflora
Lamanonia ternata
Kielmeyera petiolaris
Ilex microdonta
Hydrogaster trinervis
Himatanthus drasticus
Heisteria silvianii
Gallesia integrifolia
Galipea jasminiflora
Ficus enormis
Faramea stipulacea
Eugenia ternatifolia
Eugenia sonderiana
Eugenia melanogyna
Eugenia langsdorffii
Eugenia kleinii
Eugenia itapemirimensis
Eugenia hirta
Esenbeckia pumila
Eriope exaltata
Eremanthus incanus
Dendropanax monogynus
Dendropanax australis
Dasyphyllum spinescens
Cordia superba
Copaifera trapezifolia
Connarus suberosus
Coccoloba declinata
Cnidoscolus bahianus
Ceiba erianthos
Cassia leptophylla
Campomanesia ilhoensis
Calyptranthes strigipes
Myrcia lonchophylla
Hirtella hispidula
Callisthene microphylla
Ilex pseudobuxus
Allophylus quercifolius
Guettarda platypoda
Eugenia selloi
Erythroxylum betulaceum
Cupania bracteosa
Colubrina cordifolia
Campomanesia dichotoma
Andira ormosioides
Ilex conocarpa
Leucochloron incuriale
Chamaecrista zygophylloides
Acalypha villosa
Acritopappus confertus
Acritopappus heterolepis
Andira cordata
Aspidosperma discolor
Byrsonima laxiflora
Cnidoscolus quercifolius
Coccoloba alnifolia
Coussarea graciliflora
Coussarea ilheotica
Ephedranthus parviflorus
Erythroxylum cuspidifolium
Erythroxylum gonoclados
Erythroxylum pungens
Eugenia francavilleana
Eugenia fusca
Calliandra spinosa
Byrsonima umbellata
Byrsonima stannardii
Byrsonima basiloba
Bougainvillea glabra
Bathysa stipulata
Baccharis oreophila
Averrhoidium gardnerianum
Aniba burchellii
Rauia nodosa
Aegiphila pernambucensis
Aegiphila obducta
Bauhinia catingae
Byrsonima vacciniifolia
Cenostigma macrophyllum
Coccoloba ramosissima
Dipteryx lacunifera
Guapira venosa
Ilex integerrima
Macropeplus ligustrinus
Cariniana rubra
Casearia eichleriana
Eschweilera ovata
Jupunba cochleata
Lindackeria latifolia
Cybianthus detergens
Eugenia splendens
Agarista oleifolia
Byrsonima clausseniana
Chomelia pohliana
Aiouea sellowiana
Cordia sellowiana
Eriope latifolia
Eugenia subavenia
Hymenaea eriogyne
Macrolobium campestre
Myrcia neoclusiifolia
Luetzelburgia bahiensis
Eugenia neoverrucosa
Coussarea meridionalis
Copaifera martii
Manilkara salzmannii
Huberia ovalifolia
Eugenia rostrata
Lychnophora salicifolia
Calycorectes acutatus
Eugenia candolleana
Angostura bracteata
Byrsonima rotunda
Faramea nigrescens
Eugenia handroana
Copaifera marginata
Chomelia brasiliana
Copaifera luetzelburgii
Cordia rufescens
Licaria bahiana
Eugenia vetula
Lacistema pubescens
Cassia leiandra
Croton agoensis
Andira anthelmia
Cupania rugosa
Faramea bracteata
Machaerium punctatum
Capsicum caatingae
Kielmeyera speciosa
Gaultheria eriophylla
Eugenia multicostata
Eriope salviifolia
Cryptocarya saligna
Coccoloba glaziovii
Calyptranthes widgreniana
Brunfelsia clandestina
Alseis floribunda
Aiouea saligna
Cordia taguahyensis
Chloroleucon dumosum
Exellodendron cordatum
Emmotum affine
Hirtella sprucei
Bredemeyera hebeclada
Blanchetiodendron blanchetii
Licania littoralis
Ixora gardneriana
Croton blanchetianus
Andira legalis
Actinostemon verticillatus
Aegiphila fluminensis
Andira nitida
Bauhinia pulchella
Calliandra asplenioides
Cestrum salzmannii
Chamaecrista bahiae
Coccoloba rosea
Cryptocarya mandioccana
Eremanthus erythropappus
Eugenia complicata
Eugenia stigmatosa
Guettarda angelica
Kielmeyera lathrophyton
Macrosamanea duckei
Byrsonima lancifolia
Luehea ochrophylla
Guapira tomentosa
Guapira noxia
Guapira graciliflora
Eugenia pruniformis
Dalbergia brasiliensis
Carpotroche brasiliensis
Byrsonima gardneriana
Myrcia grammica
Jacaranda caroba
Inga subnuda
Machaerium cantarellianum
Leandra purpureo-villosa
Ilex psammophila
Gaylussacia brasiliensis
Eugenia verticillata
Eugenia neoglomerata
Eugenia dodonaeifolia
Erythroxylum caatingae
Duranta vestita
Cupania rigida
Coussapoa microcarpa
Copaifera coriacea
Cnidoscolus oligandrus
Chamaecrista multiseta
Campomanesia velutina
Byrsonima correifolia
Bellucia imperialis
Aniba desertorum
Cissampelos sympodialis
Cryptocarya moschata
Cupania paniculata
Erythroxylum revolutum
Eugenia sulcata
Hymenaea rubriflora
Diacidia vestita
Sterculia amazonica
Sterculia multiovula
Graffenrieda reticulata
Eugenia moritziana
Eugenia pachystachya
Neea liesneri
Wallacea insignis
Eumachia cymuligera
Cybianthus cardonae
Cybianthus maguirei
Duroia gransabanensis
Ferdinandusa boomii
Ixora funckii
Pagamea velutina
Palicourea cardonae
Posoqueria williamsii
Rudgea ventuariana
Simira longifolia
Stachyarrhena reticulata
Matayba longipes
Toulicia megalocarpa
Qualea tuberculata
Ruizterania esmeraldae
Vochysia apopetala
Vochysia spathiphylla
Allobates carajas
Allobates juami
Allobates tinae
Adenomera phonotriccus
Pseudopaludicola jazmynmcdonaldae
Pseudopaludicola matuta
Pseudopaludicola restinga
Pseudopaludicola mineira
Qualea paraensis
Clarisia racemosa
Tetrapterys styloptera
Micropholis venulosa
Tapirira guianensis
Triplaris americana
Psychotria remota
Tabernaemontana markgrafiana
Cheiloclinium cognatum
Pouteria guianensis
Clidemia epiphytica
Hasseltia floribunda
Coussarea paniculata
Warszewiczia coccinea
Trichanthera gigantea
Faramea tamberlikiana
Byrsonima verbascifolia
Miconia barbinervis
Miconia gratissima
Protium aracouchini
Tessaria integrifolia
Strychnos panurensis
Miconia pileata
Leandra multiplinervis
Goupia glabra
Pourouma minor
Miconia multispicata
Sarcaulus brasiliensis
Aparisthmium cordatum
Alchornea triplinervia
Urera laciniata
Ficus donnell-smithii
Pouteria caimito
Chrysophyllum prieurii
Hedyosmum racemosum
Dendrobangia boliviana
Tabernaemontana undulata
Cosmibuena grandiflora
Maquira guianensis
Bixa urucurana
Calliandra trinervia
Mayna odorata
Sloanea guianensis
Siparuna cuspidata
Euphorbia cotinifolia
Aegiphila mollis
Zygia inaequalis
Siparuna guianensis
Discophora guianensis
Maytenus guyanensis
Osteophloeum platyspermum
Quassia amara
Bellucia mespiloides
Ixora sparsifolia
Ryania speciosa
Desmodium cajanifolium
Coussapoa villosa
Guarea macrophylla
Graffenrieda gracilis
Amphirrhox longifolia
Matisia ochrocalyx
Sagotia racemosa
Tabernaemontana heterophylla
Protium guianense
Cnidoscolus urens
Byrsonima crispa
Scinax strussmannae
Scinax haddadorum
Scinax onca
Scinax ruberoculatus
Sphaenorhynchus cammaeus
Brasilotyphlus dubium
Rhinatrema gilbertogili
Rhinatrema uaiuai
Phyzelaphryne nimio
Fritziana mitus
Fritziana izecksohni
Fritziana tonimi
Fritziana goeldii
Pouteria torta
Turpinia occidentalis
Cassipourea guianensis
Casearia arborea
Colubrina glandulosa
Cecropia peltata
Pouteria reticulata
Alibertia edulis
Zanthoxylum fagara
Piper amalago
Coccoloba acuminata
Micropholis guyanensis
Byrsonima spicata
Homalium racemosum
Allophylus racemosus
Chomelia spinosa
Eugenia biflora
Randia armata
Sideroxylon obtusifolium
Schizolobium parahyba
Piper hispidum
Acalypha diversifolia
Chrysophyllum argenteum
Securidaca diversifolia
Solanum jamaicense
Coutarea hexandra
Scleria macrogyne
Scleria sprucei
Scleria schiedeana
Scleria plusiophylla
Scleria lacustris
Scleria ciliata
Scleria comosa
Scleria cuyabensis
Scleria mitis
Scleria georgiana
Scleria flagellum-nigrorum
Scleria cyperina
Scleria composita
Scleria balansae
Scleria latifolia
Scleria leptostachya
Scleria macrophylla
Scleria microcarpa
Scleria panicoides
Scleria pusilla
Scleria scabra
Scleria secans
Scleria virgata
Scleria testacea
Scleria sororia
Atractus collaris
Xenodon werneri
Banara guianensis
Fissicalyx fendleri
Eugenia egensis
Coccoloba mollis
Coccoloba coronata
Spachea elegans
Vismia macrophylla
Tibouchina aspera
Iryanthera juruensis
Piper crassinervium
Lunania parviflora
Myriocarpa cordifolia
Damburneya purpurea
Platymiscium pinnatum
Leandra chaetodon
Sloanea rufa
Vitex cymosa
Lacmellea edulis
Iryanthera hostmannii
Palicourea suerrensis
Paypayrola confertiflora
Myrcia sylvatica
Miconia bubalina
Coccoloba lehmannii
Sloanea grandiflora
Witheringia solanacea
Miconia variabilis
Ludwigia nervosa
Casearia mariquitensis
Calophyllum longifolium
Amaioua glomerulata
Senegalia rhytidocarpa
Quiina cruegeriana
Piptocoma discolor
Pombalia prunifolia
Protium trifoliolatum
Siparuna grandiflora
Palicourea hoffmannseggiana
Nectandra oppositifolia
Talisia croatii
Palicourea gracilenta
Chrysophyllum colombianum
Jupunba barbouriana
Lonchocarpus hedyosmus
Quiina macrophylla
Pouteria cuspidata
Licania affinis
Diospyros artanthifolia
Aniba hostmanniana
Jupunba adenophora
Agouticarpa curviflora
Alibertia bertierifolia
Pouteria stipitata
Nothotalisia peruviana
Ocotea oblonga
Palicourea pilosa
Macoubea sprucei
Croton matourensis
Salacia elliptica
Conchocarpus toxicarius
Erisma blancoa
Licaria cannella
Oenocarpus mapora
Myrcia aliena
Coussapoa parvifolia
Senegalia riparia
Croton pungens
Coussapoa crassivenosa
Micropholis egensis
Preslianthus pittieri
Trattinnickia burserifolia
Erythroxylum fimbriatum
Couma macrocarpa
Coussarea latifolia
Rinorea pubiflora
Salacia cordata
Salacia multiflora
Cynometra bauhiniifolia
Acalypha cuneata
Blakea parasitica
Casearia combaymensis
Tabernaemontana grandiflora
Machaerium leiophyllum
Myrcia coumete
Palicourea longicuspis
Palicourea muscosa
Palicourea racemosa
Lacunaria crenata
Leonia racemosa
Pleuranthodendron lindenii
Terminalia lucida
Piper reticulatum
Palicourea microbotrys
Coussapoa asperifolia
Chromolucuma congestifolia
Vochysia ferruginea
Palicourea caerulea
Guarea fistulosa
Aegiphila hoehnei
Actinostemon concolor
Aegiphila integrifolia
Bertiera bracteosa
Erythroxylum citrifolium
Licaria guianensis
Vatairea erythrocarpa
Simaba polyphylla
Rinorea viridifolia
Pseudima frutescens
Rinorea lindeniana
Conchocarpus guyanensis
Morisonia oblongifolia
Piper augustum
Licaria armeniaca
Myrcia tomentosa
Matisia bracteolosa
Heisteria scandens
Heisteria acuminata
Endlicheria paniculata
Conchocarpus ucayalinus
Dilodendron elegans
Palicourea triphylla
Moutabea gentryi
Plinia povedae
Psychotria panamensis
Atlantoraja castelnaui
Talisia macrophylla
Bocageopsis canescens
Cremastosperma cauliflorum
Cremastosperma oblongum
Laterallus flaviventer
Coccyzus minor
Diclinanona tessmannii
Coccyzus erythropthalmus
Onychopetalum amazonicum
Pseudephedranthus enigmaticus
Pseudephedranthus fragrans
Klarobelia inundata
Klarobelia pumila
Klarobelia cauliflora
Bocagea longepedunculata
Cardiopetalum surinamense
Cardiopetalum plicatum
Duguetia tenuis
Duguetia ruboides
Duguetia chrysea
Duguetia argentea
Duguetia ulei
Duguetia stenantha
Duguetia sancticaroli
Duguetia salicifolia
Duguetia pohliana
Duguetia macrocalyx
Duguetia granvilleana
Duguetia eximia
Duguetia furfuracea
Duguetia paraensis
Duguetia arenicola
Duguetia venezuelana
Duguetia asterotricha
Duguetia rionegrensis
Ecclinusa parviflora
Freziera roraimensis
Jupunba longipedunculata
Adenomera kweti
Adenomera araucaria
Froesiodendron amazonicum
Hornschuchia polyantha
Malmea dielsiana
Malmea obovata
Parmaturus angelae
Sclerurus cearensis
Carduelis carduelis
Limnoctites rectirostris
Clytoctantes atrogularis
Pterodroma incerta
Clusia rosea
Celtis ehrenbergiana
Trichostigma octandrum
Pisonia aculeata
Plinia rivularis
Myrciaria dubia
Myrciaria delicatula
Myrcia bella
Eugenia lambertiana
Eugenia mansoi
Eugenia bimarginata
Eugenia stipitata
Campomanesia guazumifolia
Feijoa sellowiana
Calycolpus goetheanus
Eugenia involucrata
Eugenia pistaciifolia
Eugenia polystachya
Eugenia coffeifolia
Eugenia flavescens
Myrcia laruotteana
Eugenia anastomosans
Myrcia palustris
Myrcia clusiifolia
Eugenia speciosa
Eugenia patrisii
Eugenia psidiiflora
Eugenia pyriformis
Eugenia stictopetala
Ilex vismiifolia
Ilex laureola
Ilex casiquiarensis
Ilex ardisiifrons
Ilex affinis
Cyanopsitta spixii
Myrcia pseudosplendens
Hortia brasiliana
Rinorea pectino-squamata
Rinorea macrocarpa
Rinorea riana
Rinorea sprucei
Myrcia macrocalyx
Etropus longimanus
Myrcia anceps
Myrcia breviflora
Myrcia calycampa
Myrcia capitata
Myrcia cardiaca
Myrcia castanea
Myrcia deflexa
Myrcia dichasialis
Myrcia divisoria
Myrcia elevata
Myrcia eriopus
Myrcia exapata
Myrcia federalis
Myrcia fenestrata
Myrcia goyazensis
Myrcia inconspicua
Myrcia intonsa
Myrcia isaiana
Myrcia lacunosa
Myrcia lanuginosa
Myrcia lasiantha
Myrcia laxa
Myrcia longiramea
Myrcia manausensis
Myrcia megaphylla
Myrcia occulta
Myrcia ochroides
Myrcia perforata
Myrcia ovata
Myrcia piauhiensis
Myrcia poeppigiana
Myrcia retorta
Myrcia rupicola
Myrcia suffruticosa
Myrcia thyrsoidea
Myrcia teimosa
Myrcia uberavensis
Myrcia undulata
Myrcia vauthieriana
Myrcia virgata
Myrsine coriacea
Tabebuia aurea
Erythrina falcata
Xanthopsar flavus
Piprites pileata
Setophaga cerulea
Asthenes luizae
Sophora tomentosa
Gelochelidon nilotica
Anas acuta
Hypocnemis cantator
Raputiarana subsigmoidea
Jacamaralcyon tridactyla
Eleothreptus candicans
Amazophrynella moisesii
Amazophrynella teko
Amazophrynella xinguensis
Ameerega munduruku
Boana icamiaba
Brachycephalus actaeus
Brachycephalus darkside
Brachycephalus mirissimus
Chiasmocleis bicegoi
Dendropsophus kamagarini
Elachistocleis corumbaensis
Patagioenas subvinacea
Ischnocnema feioi
Ischnocnema colibri
Ischnocnema garciai
Ischnocnema parnaso
Sphagnum brasiliense
Calidris canutus
Ololygon goya
Phasmahyla lisbella
Phyllodytes amadoi
Phyllodytes praeceptor
Pseudopaludicola florencei
Pseudopaludicola ternetzi
Oreobates antrum
Phyllomedusa chaparroi
Ololygon caissara
Laterallus jamaicensis
Boana steinbachi
Boana caiapo
Amphisbaena acrobeles
Amphisbaena brevis
Ameivula abaetensis
Ameivula nativo
Leposternon octostegum
Leposoma sinepollex
Ameivula littoralis
Tropidurus jaguaribanus
Ameivula nigrigula
Ameiva parecis
Leposoma nanodactylus
Bachia geralista
Bachia cacerensis
Amphisbaena supernumeraria
Amphisbaena heathi
Gonatodes tapajonicus
Brasiliscincus caissara
Leposoma baturitensis
Bachia scaea
Bachia micromela
Bachia didactyla
Leposternon kisteumacheri
Amphisbaena talisiae
Amphisbaena nigricauda
Amphisbaena maranhensis
Amphisbaena littoralis
Amphisbaena leucocephala
Amphisbaena frontalis
Amphisbaena caiari
Tropidurus imbituba
Stenocercus dumerilii
Tupinambis palustris
Ameivula cyanura
Enyalius erythroceneus
Leposoma puk
Leposoma annectans
Bachia psamophila
Anolis pseudotigrinus
Anolis nasofrontalis
Amphisbaena uroxena
Amphisbaena saxosa
Amphisbaena sanctaeritae
Amphisbaena ignatiana
Amphisbaena arenaria
Amphisbaena anomala
Amphisbaena arda
Amphisbaena bahiana
Scinax madeirae
Dendropsophus cruzi
Lysapsus laevis
Teratohyla adenocheira
Scinax constrictus
Hydrolaetare caparu
Lysapsus bolivianus
Elachistocleis helianneae
Anodorhynchus glaucus
Ardenna grisea
Falco columbarius
Pluvialis squatarola
Thalasseus sandvicensis
Ardea cinerea
Amazona aestiva
Nothura maculosa
Arenaria interpres
Calidris alba
Pouteria procera
Pouteria rostrata
Chrysophyllum marginatum
Pouteria eugeniifolia
Pouteria gardneriana
Pouteria trilocularis
Pouteria coriacea
Pouteria gardneri
Elaeoluma schomburgkiana
Pouteria bangii
Micropholis gardneriana
Pouteria filipes
Chrysophyllum cuneifolium
Diploon cuspidatum
Pouteria ramiflora
Pouteria elegans
Pouteria gongrijpii
Pouteria cladantha
Pouteria bilocularis
Pouteria oblanceolata
Pouteria laevigata
Ecclinusa ramiflora
Phaethornis bourcieri
Clarias gariepinus
Celeus undatus
Pyrrhura melanura
Ephedranthus boliviensis
Numenius borealis
Aramides cajaneus
Accipiter striatus
Campylopterus largipennis
Harpagus diodon
Himantopus himantopus
Leistes defilippii
Machaeropterus striolatus
Platalea leucorodia
Ardea alba
Sporophila maximiliani
Bubulcus ibis
Chlidonias niger
Columba livia
Falco peregrinus
Elaenia albiceps
Nycticorax nycticorax
Pandion haliaetus
Passer domesticus
Riparia riparia
Sterna hirundo
Tyto alba
Sporophila cinnamomea
Sporophila palustris
Sterna vittata
Sturnella magna
Phaethornis major
Arremon flavirostris
Ortalis squamata
Psidium oligospermum
Phaethon aethereus
Vireo chivi
Augastes lumachella
Cichlocolaptes mazarbarnetti
Cotinga maculata
Ortalis guttata
Dysithamnus plumbeus
Glaucidium mooreorum
Pterocarpus santalinoides
Philydor novaesi
Formicivora acutirostris
Lipaugus ater
Myrcia anomala
Myrcia crassa
Myrcia crispa
Myrcia eugenioides
Myrcia felisbertii
Myrcia floridissima
Myrcia fria
Myrcia guarujana
Myrcia heringii
Myrcia hypoleuca
Myrcia macucana
Myrcia maximiliana
Myrcia microphylla
Myrcia oblongata
Myrcia petrophila
Myrcia pubipetala
Myrcia pulvinata
Myrcia reitzii
Myrcia reticulosa
Myrcia selloi
Myrcia servata
Myrcia sipapensis
Myrcia stigmatosa
Myrcia subcordifolia
Myrcia subglabra
Myrcia ubatubana
Myrcia unana
Myrcia venosissima
Myrcia venulosa
Myrcia verticillaris
Phylloscartes kronei
Sapindus saponaria
Balaenoptera musculus
Stenella longirostris
Tursiops truncatus
Sporophila melanogaster
Simpsonichthys boitonei
Xema sabini
Spheniscus magellanicus
Limosa haemastica
Psidium amplexicaule
Cynometra cerebriformis
Thais nodosa
Lachesiodendron viridiflorum
Attalea speciosa
Copernicia alba
Ipomoea alba
Senna occidentalis
Aspidosperma pyrifolium
Attalea princeps
Astrocaryum huaimi
Attalea eichleri
Batocarpus amazonicus
Cecropia polystachya
Celtis spinosa
Simarouba versicolor
Cybistax antisyphilitica
Curatella americana
Guadua paniculata
Machaerium hirtum
Magonia pubescens
Melicoccus lepidopetalus
Ormosia coarctata
Pisonia zapallo
Protium heptaphyllum
Protium spruceanum
Tabebuia nodosa
Vatairea macrocarpa
Euploca procumbens
Musa velutina
Abramites hypselonotus
Acanthicus hystrix
Acanthodoras spinosissimus
Paralichthys brasiliensis
Oncopterus darwinii
Ocotea fasciculata
Aegiphila vitelliniflora
