Kingdom	Phylum	Class	Order	Family	Genus	Species Name	Authority	Main Common Name	Red List Category	Population Trend	Threats List	Possibly Extinct	Possibly Extinct In Wild	Mitochondrion Count	Chloroplast Count	SRA Short Reads Count	SRA Long Reads Count
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Holoscolex	Holoscolex fernandoi	Hernández-García, Burgos-Guerrero, Dos Santos, Rousseau &amp; James, 2018	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]; Increase in fire frequency/intensity; Small-holder farming; Named species	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Righiodrilus	Righiodrilus amazonius	Zicsi &amp; Csuzdi, 1999	MInhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Righiodrilus	Righiodrilus dithecae	(Righi, 1988)	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Righiodrilus	Righiodrilus gurupi	Hernandez-Garcia, Rousseau &amp; James, 2017	Minhocas (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Righiodrilus	Righiodrilus itajo	(Righi, 1971)	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Righiodrilus	Righiodrilus mairaro	(Righi, 1982)	Minhocas (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Righiodrilus	Righiodrilus marcusae	(Righi, 1969)	Minhocas (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Righiodrilus	Righiodrilus moju	Bartz, Dos Santos &amp; James, 2017	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Righiodrilus	Righiodrilus ortonae	(Righi, 1988)	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Righiodrilus	Righiodrilus tocantinensis	(Righi, 1972)	Minhocas (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Righiodrilus	Righiodrilus uete	(Righi, 1988)	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Glossoscolecidae	Righiodrilus	Righiodrilus viseuensis	Bartz, Dos Santos &amp; James, 2017	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Arraia	Arraia nelmae	Hernández-García, Burgos-Guerrero, Rousseau &amp; James, 2018	Minhoca (por)	Critically Endangered	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Bauba	Bauba santosi	Righi, 1980	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Belladrilus	Belladrilus arua	Righi, 1984	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Belladrilus	Belladrilus otarion	Righi, 1995	Minhocas (por)	Least Concern	Unknown	Mining & quarrying	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Brasilisia	Brasilisia punki	Hernández-García, Burgos-Guerrero, Rousseau &amp; James, 2018	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Brunodrilus	Brunodrilus angeloi	Righi, 1971	Minhocas (por)	Data Deficient	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Eukerria	Eukerria asilis	Righi, 1968	Minhocas (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Eukerria	Eukerria cuca	Righi, 1984	Minhocas (por)	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Eukerria	Eukerria garmani	(Rosa, 1895)	Minhocas (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Eukerria	Eukerria mucu	Righi, 1988	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Gordiodrilus	Gordiodrilus marcusi	Righi, 1968	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Small-holder grazing, ranching or farming; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Haplodrilus	Haplodrilus iheringi	Michaelsen, 1925	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Kerriona	Kerriona garbei	Michaelsen, 1924	Minhocuçu (por)	Data Deficient	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Kerriona	Kerriona limae	Righi, 1980	Minhocas (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Kerriona	Kerriona luederwaldti	Michaelsen, 1926	Minhocas (por)	Least Concern	Unknown	Habitat shifting & alteration; Increase in fire frequency/intensity	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Liodrilus	Liodrilus ipu	(Righi, 1975)	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Liodrilus	Liodrilus mendesi	Righi, 1994	Minhocas (por)	Least Concern	Unknown	Housing & urban areas; Commercial & industrial areas; Agro-industry farming; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Lourdesia	Lourdesia paraibaensis	Righi, 1994	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Ocnerodrilus	Ocnerodrilus ibemi	Righi, 1968	Minhoca (por)	Data Deficient	Unknown	Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Ocnerodrilidae	Paulistus	Paulistus taunayi	Michaelsen, 1926	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Housing & urban areas; Agro-industry farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Andiorrhinus	Andiorrhinus barrosoi	Hernández-García, Bartz, Guerrero, Sousa, Rousseau &amp; James, 2018	Minhoca (por)	Near Threatened	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Intentional use (species is the target); Unintentional effects: (large scale) [harvest]; Increase in fire frequency/intensity	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Andiorrhinus	Andiorrhinus bucki	Righi, 1986	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Large dams	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Andiorrhinus	Andiorrhinus karinae	Feijoo, Brown and James, 2017	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Shifting agriculture	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Andiorrhinus	Andiorrhinus miricuri	Hernández-García, Bartz, Burgos-Guerrero, Sousa, Rousseau &amp; James, 2018	Minhoca (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Andiorrhinus	Andiorrhinus pauate	Righi, 1986	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Andiorrhinus	Andiorrhinus priollii	Righi, 1967	Minhocuçu (por)	Near Threatened	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Commercial & industrial areas; Intentional use (species is the target); Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Andiorrhinus	Andiorrhinus proboscideus	Cernosvitov, 1939	Minhocas (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Andiorrhinus	Andiorrhinus rondoniensis	Righi, 1986	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Andiorrhinus	Andiorrhinus samuelensis	Righi, 1986	Minhocuçu (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Housing & urban areas; Unintentional effects: (large scale) [harvest]; Agro-industry grazing, ranching or farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Atatina	Atatina gatesi	Righi &amp; Ayres, 1978	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Atatina	Atatina puba	Righi, 1971	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Cirodrilus	Cirodrilus aidae	Righi, 1994	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Diachaeta	Diachaeta atroaris	(Righi, Ayres &amp; Bittencourt, 1978)	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Diachaeta	Diachaeta mura	Righi, 1989	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Goiascolex	Goiascolex cabrelli	Righi, 1971	Minhoca (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Goiascolex	Goiascolex edgardi	Righi, 1986	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Onychochaeta	Onychochaeta serieia	Righi, 1971	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Opisthodrilus	Opisthodrilus rhopalopera	Cognetti, 1906	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Pontoscolex	Pontoscolex awa	Sousa, Hernández-García &amp; Rousseau, 2020	Minhoca (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]; Increase in fire frequency/intensity; Named species; Small-holder plantations	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Pontoscolex	Pontoscolex eudoxiae	(Righi, Ayres &amp; Bittencourt, 1978)	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Pontoscolex	Pontoscolex franzi	Zicsi &amp; Csuzdi, 1999	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Pontoscolex	Pontoscolex pydanieli	Righi, 1988	Minhocuçu (por)	Near Threatened	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]; Increase in fire frequency/intensity	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus adelae	Cordero, 1943	Minhocas (por)	Data Deficient	Unknown	Small-holder grazing, ranching or farming; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus alatus	Righi, 1971	Minhocuçu (por)	Least Concern	Stable	Scale Unknown/Unrecorded; Nutrient loads; Herbicides and pesticides; Habitat shifting & alteration; Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Roads & railroads	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus antonioi	Sousa, de Sousa, Hernández-García, Gualter &amp; Rosseau, 2020	Minhoca (por)	Data Deficient	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Small-holder farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus evandroi	Righi, 1971	Minhocuçu (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas; Commercial & industrial areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus fafner	Michaelsen, 1918	Minhocuçu (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus francisci	Cordero, 1944	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Unintentional effects: (subsistence/small scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus hoeflingae	Righi, 1980	Minhocuçu (por)	Data Deficient	Unknown	Small-holder grazing, ranching or farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus jucundus	Righi, 1985	Minhocuçu (por)	Data Deficient	Unknown	Unintentional effects: (large scale) [harvest]; Agro-industry grazing, ranching or farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus longus	Cernosvitov, 1934	Minhocuçu (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus lourdesae	Righi, 1986	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus mamita	Cordero, 1943	Minhocas (por)	Data Deficient	Unknown	Small-holder grazing, ranching or farming; Housing & urban areas; Small-holder farming; Shifting agriculture	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus marcusae	Righi, 1985	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus mortis	Righi, 1972	Minhocuçu (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus panxin	Righi, 1971	Minhocas (por)	Data Deficient	Unknown	Unintentional effects: (large scale) [harvest]; Agro-industry grazing, ranching or farming	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus pitun	Righi, 1989	Minhocuçu (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus senckenbergi	Michaelsen, 1931	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Rhinodrilus	Rhinodrilus xeabaibus	Righi, 1969	Minhocuçu (por)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Thamnodrilus	Thamnodrilus ohausi	Michaelsen, 1918	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Tupinaki	Tupinaki bokermanni	(Righi, 1971)	Minhocas (por)	Least Concern	Unknown	Housing & urban areas; Commercial & industrial areas; Tourism & recreation areas; Named species	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Tupinaki	Tupinaki parini	(Righi, 1969)	Minhocas (por)	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Urobenus	Urobenus buritis	(Righi, Ayres &amp; Bittencourt, 1976)	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Urobenus	Urobenus gitus	(Righi, 1971)	Minhocas (por)	Data Deficient	Unknown	Housing & urban areas; Commercial & industrial areas; Sewage; Run-off	No	No	0	0	0	0
Animalia	Annelida	Clitellata	Crassiclitellata	Rhinodrilidae	Urobenus	Urobenus petrerei	Righi, 1985	Minhocas (por)	Least Concern	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded; Housing & urban areas; Unintentional effects: (large scale) [harvest]	No	No	0	0	0	0
Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Nephila	Nephila clavipes	(Linnaeus, 1767)	American Golden Orb Weaver (eng)	Least Concern	Stable	-	No	No	0	0	23	1
Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Nephila	Nephila sexpunctata	Giebel, 1867	Spotted Golden Orb Weaver (eng)	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Arachnida	Araneae	Araneidae	Nephilingis	Nephilingis cruentata	(Fabricius, 1775)	African Hermit Spider (eng)	Least Concern	Decreasing	Habitat shifting & alteration	No	No	0	0	2	0
Animalia	Arthropoda	Arachnida	Araneae	Oonopidae	Pelicinus	Pelicinus marmoratus	Simon, 1891	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	Metacyclops	Metacyclops campestris	Reid, 1987	-	LR/cd	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	Muscocyclops	Muscocyclops bidenatus	Reid, 1987	-	LR/cd	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	Muscocyclops	Muscocyclops therasiae	Reid, 1987	-	LR/cd	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	Ponticyclops	Ponticyclops boscoi	Reid, 1987	-	LR/cd	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	Tropocyclops	Tropocyclops federensis	Reid, 1991	-	Vulnerable	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Hexanauplia	Cyclopoida	Cyclopidae	Tropocyclops	Tropocyclops nananae	Reid, 1991	-	Vulnerable	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Canthocamptidae	Attheyella	Attheyella yemanjae	Reid, 1993	-	LR/cd	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Canthocamptidae	Canthocamptus	Canthocamptus campaneri	Reid, 1993	-	LR/cd	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Hexanauplia	Harpacticoida	Parastenocarididae	Murunducaris	Murunducaris juneae	Reid, 1994	-	LR/cd	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Cerambycidae	Macrodontia	Macrodontia cervicornis	(Linnaeus, 1758)	Sabertooth Longhorn Beetle (eng)	Vulnerable	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Aglymbus	Aglymbus bimaculatus	Resende &amp; Vanin, 1991	-	NE	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Megadytes	Megadytes ducalis	Sharp, 1882	-	Extinct	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Dytiscidae	Meridiorhantus	Meridiorhantus orbignyi	(Balke, 1992)	-	Extinct	-	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anisocanthon	Anisocanthon pygmaeus	(Gillet, 1911)	-	Data Deficient	Unknown	Scale Unknown/Unrecorded; Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus birai	Canhedo, 2006	-	Data Deficient	Unknown	Scale Unknown/Unrecorded	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus bonariensis	(Bruch, 1925)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus caputipilus	Canhedo, 2004	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus gracilis	Canhedo, 2006	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus howdeni	Canhedo, 2006	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus laetus	(Waterhouse, 1891)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus lauropalui	(Vulcano &amp; Pereira, 1973)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus nigrocoeruleus	(Martinez, 1955)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus parallelus	(Harold, 1862)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus pictus	(Harold, 1862)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus smaragdinus	(Westwood, 1842)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus soledari	Canhedo, 2004	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Anomiopus	Anomiopus virescens	Westwood, 1842	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Ateuchus	Ateuchus carbonarius	(Harold, 1868)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Ateuchus	Ateuchus laevicolle	(Harold, 1868)	-	Data Deficient	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Ateuchus	Ateuchus latus	(Boucomont, 1928)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Ateuchus	Ateuchus murrayi	(Harold, 1868)	-	Least Concern	Unknown	-	No	No	0	0	0	0
Animalia	Arthropoda	Insecta	Coleoptera	Scarabaeidae	Ateuchus	Ateuchus puncticolle	(Harold, 1867)	-	Least Concern	Unknown	-	No	No	0	0	0	0
